Facility Id,Facility Name,Industry
1013189,Majorsville Compressor Station,Petroleum and Natural Gas Systems
1008826,Majorsville Gas Plant,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1010993,Majorsville Station,Petroleum and Natural Gas Systems
1013689,Makena Gas Plant,Petroleum and Natural Gas Systems
1003926,Mako CPF-1,Petroleum and Natural Gas Systems
1000458,"Malaga Power, LLC",Power Plants
1007318,Malburg Generating Station,Power Plants
1001794,Malibu-Surfer Compressor Station,Petroleum and Natural Gas Systems
1008432,Maljamar Gas Plant,"Injection of CO2,Petroleum and Natural Gas Systems"
1002451,Mallet CO2 Recovery Plant,Petroleum and Natural Gas Systems
1000441,Malteurop North America Inc,Other
1000440,Malteurop North America Inc,Other
1003279,Malvern Compressor Station,Petroleum and Natural Gas Systems
1010315,Mammoth #2 Gas Slope Mine,Other
1007255,Manatee,Power Plants
1000905,Manchester Street,Power Plants
1001327,Manchief Generating Station,Power Plants
1001448,Mandalay Generating Station,Power Plants
1000987,Manitowoc,Power Plants
1000437,Mankato Energy Center,Power Plants
1008969,Mansfield Compressor Station,Petroleum and Natural Gas Systems
1009599,"Mar-Jac Poultry MS, LLC","Other,Waste"
1013218,Marana Regional Landfill,Waste
1003564,Marathon El Paso Refinery,"Chemicals,Petroleum Product Suppliers,Refineries"
1005966,Marathon Mandan Refinery,"Petroleum Product Suppliers,Refineries"
1011549,Marathon Petroleum Corporation,Chemicals
1001728,"Marco Polo TLP, Green Canyon 608 Platform",Petroleum and Natural Gas Systems
1000269,Marcus Hook Energy Center - MH750,Power Plants
1011451,Marianas Energy Company,Power Plants
1006781,Marietta,Petroleum and Natural Gas Systems
1001530,Marion,Power Plants
1010561,Marion County Landfill,Waste
1008760,Marion County Mine,Other
1005808,Marion County Preparation Plant,Other
1004902,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,"Other,Suppliers of CO2"
1012085,Marion Plywood Corporation,Other
1000051,"Mariposa Energy, LLC",Power Plants
1014659,"Mark One Generating, LLC",Power Plants
1013739,Marlan Gas Plant,Petroleum and Natural Gas Systems
1000324,Marlboro Paper Mill,Pulp and Paper
1011178,Marlin Compressor Stations,Petroleum and Natural Gas Systems
1006472,"Marlin, Platform ID 02481, Complex ID 235-1",Petroleum and Natural Gas Systems
1013300,Marquette Energy Center,Power Plants
1005374,Marquis Energy - Illinois LLC,Other
1005051,"Marquis Energy - Wisconsin, LLC",Other
1010654,"Mars Petcare US, Inc.",Other
1005417,"Mars Wrigley Confectionery US, LLC",Other
1011303,Marsh Landing Generating Station,Power Plants
1001160,Marsh Run Generation Facility,Power Plants
1001377,Marshall,Power Plants
1000834,Marshall,Power Plants
1008761,Marshall County Mine,Other
1010983,Marshall County Sanitary Landfill,Waste
1006563,Marshfield Utilities,Power Plants
1001013,Martin,Power Plants
1013789,Martin County Gas Plant,Petroleum and Natural Gas Systems
1001465,Martin Drake,Power Plants
1007504,Martin Lake,Power Plants
1007621,"Martin Marietta South Texas Cement, LLC",Minerals
1007390,Martinez Renewable Fuel Facility,"Chemicals,Suppliers of CO2"
1000892,Martins Creek,Power Plants
1004565,Martinsville Sanitary Landfill,Waste
1012125,Marvin Windows and Doors,Other
1002508,Mary Ann - 823,Petroleum and Natural Gas Systems
1013723,Maryneal Compressor Station,Petroleum and Natural Gas Systems
1012407,Masonite Corporation,Other
1001280,Massena Energy Facility,Power Plants
1012034,Mastronardi Produce,Other
1010531,Matalco Bluffton LLC,Metals
1014886,Matalco USA LLC,Metals
1011448,Matanuska-Susitna Borough Central Landfill,Waste
1011243,"Materion Brush, Inc.",Metals
1010969,Matheson - Anacortes Hydrogen Plant,Chemicals
1002044,Matheson - LEMONT PLANT,Chemicals
1002042,Matheson - LIMA I PLANT,Chemicals
1002043,Matheson - LIMA II PLANT,Chemicals
1012904,Matheson - LIMA III PLANT,Chemicals
1007230,Matheson - SARALAND PLANT,Chemicals
1007440,Matlock Bend Landfill,Waste
1007528,"Matrix Energy, LLC",Other
1011413,Maund CGF-A,Petroleum and Natural Gas Systems
1011053,Maverick Mainline CDP & OHF,Petroleum and Natural Gas Systems
1008986,Maverick Tube Corporation,Metals
1009983,Maxim Integrated Products,Other
1003921,Maxwell Creek Landfill,Waste
1007578,Mayaguez Landfill,Waste
1008416,Mayfield Plant,Petroleum and Natural Gas Systems
1001049,Mayo Electric Generating Plant,Power Plants
1003375,McAlester Compressor Station,Petroleum and Natural Gas Systems
1007154,McCOMBS LANDFILL,Waste
1001177,McCartney Generating Station,Power Plants
1007445,McClain Energy Facility,Power Plants
1008988,McClane Canyon Mining LLC,Other
1006593,McClellan,Power Plants
1010587,McClure River Prep Plant,Other
1006817,McCommas Bluff Landfill,Waste
1007284,McDaniel,Waste
1000519,McGrath Generating Station,Power Plants
1001031,McIntosh (6124),Power Plants
1006426,McIntosh (7063),Power Plants
1000460,McIntosh Combined Cycle Facility,Power Plants
1001480,McKee Run,Power Plants
1001762,McKinley Paper WI Company,"Power Plants,Waste"
1001509,McManus,Power Plants
1000909,McMeekin,Power Plants
1014279,McPherson Municipal Power Plant #2,Power Plants
1001126,McPherson Municipal Power Plant #3,Power Plants
1001664,McWane Ductile - Ohio,"Metals,Waste"
1001665,"McWane Ductile - Utah, A Division of McWane Inc.","Metals,Waste"
1001878,McWane Ductile-New Jersey,Metals
1006443,McWilliams,Power Plants
1011898,Mead Compressor Station,Petroleum and Natural Gas Systems
1013538,Mead Johnson Nutrition,Other
1007038,Mecklenburg County Landfill,Waste
1000257,Mecklenburg Power Station,Power Plants
1001938,Medicine Bow Treating Facility,Petroleum and Natural Gas Systems
1007857,Medley Landfill,Waste
1002131,Medusa,Petroleum and Natural Gas Systems
1000655,Medway Station,Power Plants
1002912,Meeker Compressor Station,Petroleum and Natural Gas Systems
1004822,Meeker Gas Plant,Petroleum and Natural Gas Systems
1012554,"Melrose Dairy Proteins, LLC",Other
1007319,"Memphis Light, Gas, and Water","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1007760,Mendota Mental Health Institute,Power Plants
1006129,"Menominee Acquisition Corporation, d/b/a Dunn Paper - Menominee",Pulp and Paper
1013558,Mentone Gas Plant,Petroleum and Natural Gas Systems
1013932,Mentone Gas Plant,Petroleum and Natural Gas Systems
1000707,Meramec,Power Plants
1000748,Mercer Generating Station,Power Plants
1003595,Merck Sharp & Dohme LLC,Chemicals
1001262,Merck Sharp & Dohme LLC,Chemicals
1001517,Meredosia,Power Plants
1006549,Merom,Power Plants
1004380,Merrill Field Landfill,Waste
1000729,Merrimack,Power Plants
1003347,Mertzon Gas Plant,Petroleum and Natural Gas Systems
1000052,Mesquite Generating Station,Power Plants
1009524,Mesquite III Compressor Station,Petroleum and Natural Gas Systems
1000806,Metcalf Energy Center,Power Plants
1011799,"Methanex USA, LLC - Geismar Methanol Plant",Chemicals
1003542,Metro Nashville District Energy System,Power Plants
1007725,Metro Recycling and Disposal Facility,Waste
1013980,Metropolitan State Hospital,Other
1009829,"Mettiki Coal (WV), LLC",Other
1002652,"Mexichem Specialty Resins, Inc.",Other
1012948,"Mexichem Specialty Resins, Inc.",Other
1002077,Mexico Compressor Station,Petroleum and Natural Gas Systems
1000841,Miami Fort Generating Station,Power Plants
1005443,Michelin NA Lexington,Other
1004226,Michelin North America,Other
1001539,Michigan City Generating Station,Power Plants
1000993,Michigan Hub Generating Station,Power Plants
1011582,Michigan Milk Producers Association,Other
1007825,Michigan Power Limited Partnership,Power Plants
1008897,"Michigan Seamless Tube, LLC",Metals
1001608,Michoud,Power Plants
1001184,Mickleton Energy Center,Power Plants
1011819,Micrel LLC.,Other
1009792,Microchip Technology,Other
1008768,Microchip Technology Inc.,Other
1011548,Microfabrica Inc,Other
1009805,"Micron Technology, Inc.",Other
1003635,Mid America Packaging,Pulp and Paper
1004453,Mid American Steel & Wire,Metals
1005096,Mid County Landfill,Waste
1004004,Mid Set Cogeneration Facility,Power Plants
1002765,Mid-Connecticut Resources Recovery Facility,Waste
1005799,Mid-Georgia Cogeneration,Power Plants
1008506,Mid-Gulf Coast Basin Code 210,Petroleum and Natural Gas Systems
1003391,Mid-Town Thermal Center,Power Plants
1003918,Mid-Valley Sanitary Landfill,Waste
1009839,MidAmerican Energy Company - Bettendorf LNG,Petroleum and Natural Gas Systems
1011722,MidMar East Gas Plant,Petroleum and Natural Gas Systems
1006160,MidMar West Gas Plant,Petroleum and Natural Gas Systems
1000735,Middle Energy Center,Power Plants
1010391,Middleborough Landfill,Waste
1007298,Middlesex County Landfill,Waste
1006408,Middletown,Power Plants
1013248,Middletown Energy Center,Power Plants
1011884,Midge CPF-1,Petroleum and Natural Gas Systems
1008775,Midge CPF-2,Petroleum and Natural Gas Systems
1008776,Midge CPF-5,Petroleum and Natural Gas Systems
1001638,Midkiff Gas Plant,Petroleum and Natural Gas Systems
1000347,Midland Cogeneration Venture,Power Plants
1014841,Midline Compressor Station,Petroleum and Natural Gas Systems
1004681,Midlothian Compressor Station,Petroleum and Natural Gas Systems
1001309,Midlothian Energy,Power Plants
1011219,Midpoint Compressor Station,Petroleum and Natural Gas Systems
1000110,Midulla Generating Station,Power Plants
1001067,Midway Compressor Station,Petroleum and Natural Gas Systems
1014826,Midway Gas Plant,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2"
1007863,Midway Landfill,Waste
1000545,"Midway Peaking, LLC",Power Plants
1004193,Midway Sunset,Petroleum and Natural Gas Systems
1002981,Midway Sunset Production Facility,Petroleum and Natural Gas Systems
1001286,Milagro Gas Plant,Petroleum and Natural Gas Systems
1008269,Milam Recycling and Disposal Facility,Waste
1013039,Milan Energy LLC,Power Plants
1009213,Milford Compressor Station,Petroleum and Natural Gas Systems
1007307,Milford Power Company LLC,Power Plants
1006775,"Milford Power, LLC",Power Plants
1006510,Mill Creek,Power Plants
1000163,Mill Creek Combustion Turbine Sta,Power Plants
1004645,Mill Creek Landill,Waste
1013641,Millennium - Highland CS,Petroleum and Natural Gas Systems
1011637,Millennium Pipeline Company LLC Corning Compressor Station,Petroleum and Natural Gas Systems
1001307,Millennium Power,Power Plants
1010573,Miller Compressor Station,Petroleum and Natural Gas Systems
1010999,Mills Ranch Compressor Station,Petroleum and Natural Gas Systems
1014644,Milne Fruit Products,Other
1004840,Milner Butte Landfill,Waste
1007301,Milton L Kapp,Power Plants
1000837,Milton R Young,Power Plants
1004642,Minden Gas Processing Plant,Petroleum and Natural Gas Systems
1007534,Mine #15,Other
1011200,Mineral Park Mine,Other
1009895,Mingo Logan Coal LLC,Other
1001166,Minnesota River Station,Power Plants
1001435,Mint Farm Generation Station,Power Plants
1000516,Mira Loma Generating Station,Power Plants
1000447,Miramar Energy Facility,Power Plants
1010271,"Mission Creek OpCo, LLC - Dorcheat Plant",Petroleum and Natural Gas Systems
1011671,"Mission Solar Energy, LLC",Other
1010064,Mississippi Canyon 109 A,Petroleum and Natural Gas Systems
1002651,Mississippi Canyon 650 A,Petroleum and Natural Gas Systems
1011527,Mississippi Canyon 724 Gulfstar 1 (Tubular Bells),Petroleum and Natural Gas Systems
1010632,Mississippi Lime Company - Bonne Terre,Minerals
1013819,Mississippi Silicon,Metals
1013525,Mississippi State University,Other
1004013,Missoula Landfill,Waste
1007886,Missouri Pass Landfill,Waste
1001510,Mitchell (GA),Power Plants
1000976,Mitchell (WV),Power Plants
1007842,Mitchell Power Station,Power Plants
1005662,Mitsubishi Cement Corp Cushenbury Cement Plant,Minerals
1014156,Mitsubishi Chemical America,Other
1005459,"Mitsubishi Electric Power Products, Inc.","Import and Export of Equipment Containing Fluorintaed GHGs,Industrial Gas Suppliers,Other"
1005215,Mivida Treater Plant,Petroleum and Natural Gas Systems
1005644,Mizkan America Inc,Other
1013690,Mobile 823 A,Petroleum and Natural Gas Systems
1002344,Mobile 916,Petroleum and Natural Gas Systems
1010719,Mobile Bay - 823 A,Petroleum and Natural Gas Systems
1013655,Mobile Bay - Northwest Gulf Platform,Petroleum and Natural Gas Systems
1002507,Mobile Bay - Northwest Gulf Platform,Petroleum and Natural Gas Systems
1008827,Mobley  Gas Plant,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1003788,Model Landfill,Waste
1005898,Modelfill Landfill,Waste
1004311,Modern Landfill,Waste
1004980,Mohave Valley Landfill,Waste
1007977,Mohawk Fine Papers - Beckett Mill,Pulp and Paper
1008021,Mohawk Industries - S. HAMILTON ST. PLANT,Other
1003597,Mohegan Tribe of Indians of Connecticut,Other
1001267,Molson Coors - Fort Worth Brewery,Other
1003568,Molson Coors USA LLC - Golden Brewery,Other
1006570,Molson Coors-MILWAUKEE BREWERY,Other
1000093,Momentive Performance Materials,"Other,Waste"
1007856,Monarch Hill,Waste
1009964,"Monarch West, LLC Barber Creek Compressor Station",Petroleum and Natural Gas Systems
1002194,Mondelez Global LLC,Other
1005764,Monongalia County Mine,Other
1007522,Monongalia County Preparation Plant,Other
1006956,Monopod Platform,Petroleum and Natural Gas Systems
1000676,Monroe,Power Plants
1001613,Monroe,Power Plants
1007466,"Monroe Energy, LLC, Trainer Refinery","Petroleum Product Suppliers,Refineries"
1006386,Mont Belvieu Complex,Petroleum and Natural Gas Systems
1004614,Mont Belvieu Fractionator,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1011018,Mont Belvieu Fractionators,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1012008,Montana Power Station,Power Plants
1002987,Montclair State University,Other
1009558,Montefiore Medical Center-111 East 210th Street,Other
1004550,Monterey Regional Waste Management District,Waste
1013863,Montgomery County Power Station,Power Plants
1001034,Monticello,Power Plants
1000893,"Montour, LLC",Power Plants
1001374,Montpelier Electric Gen Station,Power Plants
1006897,Montrose Generating Station,Power Plants
1001469,Montville,Power Plants
1004410,"Monument Chemical Kentucky, LLC",Chemicals
1005523,"Monument Chemical Port Arthur, LLC (previously known as KMTEX)",Chemicals
1004893,Monument Gas Plant,"Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2"
1000938,Moore County Station,Power Plants
1000866,Mooreland,Power Plants
1004320,"Moretown Landfill, Inc.",Waste
1005917,Morgan City Electrical Gen Facility,Power Plants
1007784,Morgan Creek,Power Plants
1006706,Morgan Energy Center,Power Plants
1000651,Morgantown,Power Plants
1000253,Morgantown Energy Facility,Power Plants
1011631,Morrilton Sanitary Landfill,Waste
1007979,"Morris Cogeneration, LLC",Power Plants
1004541,Morris Community Landfill,Waste
1007447,Morristown Balefill Landfill,Waste
1011922,Morristown Compressor Station,Petroleum and Natural Gas Systems
1001439,"Morro Bay Power Plant, LLC",Power Plants
1002327,"Morton Salt, Inc.",Other
1009708,Mosaic Bartow Facility,Chemicals
1009701,Mosaic Carlsbad Facility,Other
1004669,"Mosaic Fertilizer LLC, Plant City Facility",Chemicals
1005817,"Mosaic Fertilizer, LLC",Chemicals
1010755,Mosaic Greenbay Facility,Chemicals
1009709,Mosaic New Wales Facility,Chemicals
1009711,Mosaic Riverview Facility,Chemicals
1009710,Mosaic South Pierce Facility,Chemicals
1009794,Mosaic Uncle Sam Facility,Chemicals
1000703,Moselle Generating Plant,Power Plants
1010641,Moss Bluff,Petroleum and Natural Gas Systems
1001440,Moss Landing,Power Plants
1004164,"Mostoller Landfill, Inc.",Waste
1006891,Motiva Port Arthur Chemicals,Chemicals
1006606,"Mounds Production Company, LLC",Other
1010748,Moundsville Fractionation Plant,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1000977,Mount Storm Power Station,Power Plants
1000659,Mount Tom,Power Plants
1011932,Mountain Compressor Station,Petroleum and Natural Gas Systems
1000926,Mountain Creek Generating Station,Power Plants
1013361,MountainWest Pipeline - Blind Canyon Station (Tran),Petroleum and Natural Gas Systems
1004192,MountainWest Pipeline - Clay Basin (Stor and Proc),Petroleum and Natural Gas Systems
1004089,MountainWest Pipeline - Oak Spring Station (Tran),Petroleum and Natural Gas Systems
1005989,MountainWest Pipeline - Rock Springs Station (Tran),Petroleum and Natural Gas Systems
1013575,MountainWest Pipeline - Thistle Creek Station (Tran),Petroleum and Natural Gas Systems
1001052,Mountaineer (1301),Power Plants
1008690,Mountaineer Keystone LLC 161 Appalachian Basin,Petroleum and Natural Gas Systems
1001451,Mountainview Generating Station,Power Plants
1006155,"Mountaire Farms of Delaware, Inc.","Other,Waste"
1002095,Moxa North Compressor Station,Petroleum and Natural Gas Systems
1002093,Moxa South Compressor Station,Petroleum and Natural Gas Systems
1013374,Moxie Freedom,Power Plants
1001210,Mt. Carmel Cogeneration,Power Plants
1010288,Mt. Eaton Landfill,Waste
1012151,Mt. Olive Gas Plant,Petroleum and Natural Gas Systems
1012808,"Mubea, Inc.",Other
1007349,Mud Lake Landfill,Waste
1001275,Mulberry Cogeneration Facility,Power Plants
1006152,Mullinville Compressor Station,Petroleum and Natural Gas Systems
1011695,Munson Plant,Petroleum and Natural Gas Systems
1014674,Murphy Plywood,Other
1000585,Murray Gill Energy Center,Power Plants
1001564,Muscatine,"Other,Power Plants"
1000852,Muskingum River,Power Plants
1000860,Muskogee,Power Plants
1006566,Mustang,Power Plants
1001305,Mustang Station,Power Plants
1000470,"Mustang Station Units 4, 5 & 6",Power Plants
1014553,Mutual Materials,Minerals
1010545,Myer Mountain Compressor Station,Petroleum and Natural Gas Systems
1000653,Mystic,Power Plants
1006470,NABORS SANITATION LANDFILL,Waste
1005930,NAN YA PLASTICS CORPORATION AMERICA SOUTH CAROLINA PLANT,Other
1012978,NASA - Lyndon B. Johnson Space Center,Other
1000197,NATIONAL BEEF PACKING CO L.L.C.,Other
1006690,NATIONAL BEEF PACKING CO L.L.C.,Other
1006642,NATIONAL CEMENT CO OF CALIFORNIA INC,Minerals
1007985,NATIONAL CEMENT COMPANY INC.,Minerals
1007520,NATIONAL SERV-ALL LANDFILL,Waste
1007972,"NAVAJO REFINING COMPANY, LLC - Artesia Refinery","Chemicals,Petroleum Product Suppliers,Refineries"
1007771,"NAVAJO REFINING COMPANY, LLC - LOVINGTON REFINERY","Petroleum Product Suppliers,Refineries"
1006330,NAVAL AIR STATION PATUXENT RIVER,Other
1005679,NAVAL RESEARCH LABORATORY,Other
1006190,NAVISTAR INC,Other
1000459,NCEMC Anson Plant,Power Plants
1000462,NCEMC Hamlet Plant,Power Plants
1010979,NCIRSWA Sanitary Landfill,Waste
1005699,NCSU CENTRAL HEAT PLANT,Other
1005422,ND Fairmont LLC,Pulp and Paper
1007069,ND OTM LLC,Pulp and Paper
1003327,ND PAPER INC - BIRON DIVISION,Pulp and Paper
1006366,ND Paper Inc - Rumford Division,Pulp and Paper
1005282,"NE MS SW MGT AUTHORITY, NE MS REG LF",Waste
1013265,"NE Nitro Geneva, LLC",Chemicals
1004052,NEAL ROAD RECYCLING AND WASTE FACILITY,Waste
1004885,NEENAH FOUNDRY CO PLTS 2 & 3,Metals
1005293,NEENAH PAPER INC - WHITING MILL,Pulp and Paper
1005838,NEENAH PAPER MICHIGAN INC,Pulp and Paper
1005547,NEMAK USA INC,Metals
1005559,NEMAK USA INC,Metals
1004687,NESTLE PURINA PET CARE CO,Other
1006741,NESTLE PURINA PET CARE CO - GOLDEN PRODUCTS DIVISI,Other
1001562,NESTLE USA INC,Other
1013171,NET Power La Porte Station,Power Plants
1004174,NEVADA CEMENT COMPANY,Minerals
1007540,NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,Other
1002877,NEVADA GOLD MINES LLC - GOLDSTRIKE,Other
1003028,NEW BATH LANDFILL,Waste
1007670,NEW BOSTON LANDFILL,Waste
1006028,"NEW GEORGIA LANDFILL, BIRMINGHAM",Waste
1006119,NEW HANOVER COUNTY SECURE LANDFILL,Waste
1000391,NEW HANOVER COUNTY WASTEC,Waste
1006560,NEW HOPE POWER COMPANY,Power Plants
1005544,NEW MEXICO STATE UNIVERSITY CAMPUS,Other
1005840,NEW PARIS PIKE LDFL,Waste
1007662,NEW RIVER RESOURCE AUTHORITY REGIONAL SOLID WASTE MANAGEMENT FACILITY,Waste
1005630,NEW RIVER SOLID WASTE ASSOCIATION,Waste
1004629,NEW YORK UNIVERSITY CENTRAL PLANT,Other
1005970,NEWARK AMERICA,Pulp and Paper
1006179,NEWBY ISLAND LANDFILL,Waste
1004028,NEWCASTLE LANDFILL,Waste
1007029,NEWLAND PARK LANDFILL,Waste
1005979,NEWMAN & CO,Pulp and Paper
1005783,NEWPORT NEWS CITY - LANDFILL NO 2,Waste
1005261,NEWSVT LANDFILL,Waste
1003691,NEWTON COUNTY LANDFILL,Waste
1006279,NEWTON COUNTY LANDFILL,Waste
1005754,NEXTEER AUTOMOTIVE CORP,Other
1008740,NFGSC BUFFALO STATION,Petroleum and Natural Gas Systems
1008315,NFGSC CONCORD STATION,Petroleum and Natural Gas Systems
1001829,NFGSC ELLISBURG STATION,Petroleum and Natural Gas Systems
1012269,NFGSC HINSDALE STATION,Petroleum and Natural Gas Systems
1008007,NFGSC INDEPENDENCE STATION,Petroleum and Natural Gas Systems
1012600,NFGSC MERCER COMPRESSOR STATION,Petroleum and Natural Gas Systems
1009062,NFGSC ROYSTONE STATION,Petroleum and Natural Gas Systems
1008063,"NGK Ceramics USA, Inc.",Other
1006697,NGPL Interconnect,Petroleum and Natural Gas Systems
1011005,"NGPL Station 102, Balko OK",Petroleum and Natural Gas Systems
1002745,"NGPL Station 103, Minneola, KS",Petroleum and Natural Gas Systems
1002743,"NGPL Station 104 Great Bend, KS",Petroleum and Natural Gas Systems
1002917,"NGPL Station 105 Glasco, KS",Petroleum and Natural Gas Systems
1002815,"NGPL Station 106 Beatrice, NE",Petroleum and Natural Gas Systems
1002413,"NGPL Station 107 Emerson, IA",Petroleum and Natural Gas Systems
1002456,"NGPL Station 108 Truro, IA",Petroleum and Natural Gas Systems
1002075,"NGPL Station 109 Harper, IA",Petroleum and Natural Gas Systems
1002930,"NGPL Station 110 Geneseo, IL",Petroleum and Natural Gas Systems
1010992,"NGPL Station 154, Pampa, TX",Petroleum and Natural Gas Systems
1011891,"NGPL Station 156, Mountain View, OK",Petroleum and Natural Gas Systems
1011006,"NGPL Station 184, Sayre OK",Petroleum and Natural Gas Systems
1008080,"NGPL Station 194 Wilson, KS",Petroleum and Natural Gas Systems
1003140,"NGPL Station 195 Haddam, KS",Petroleum and Natural Gas Systems
1012159,"NGPL Station 196 Unadilla, NE",Petroleum and Natural Gas Systems
1000202,"NGPL Station 198 Knoxville, IA",Petroleum and Natural Gas Systems
1002774,"NGPL Station 201 Storage, Herscher, IL",Petroleum and Natural Gas Systems
1010660,"NGPL Station 204 Columbus Junction, IA",Petroleum and Natural Gas Systems
1002839,"NGPL Station 206 Storage, St Elmo, IL",Petroleum and Natural Gas Systems
1013552,"NGPL Station 301 Wharton, TX",Petroleum and Natural Gas Systems
1012915,"NGPL Station 303 Lufkin, TX",Petroleum and Natural Gas Systems
1014229,"NGPL Station 304, Marshall, TX",Petroleum and Natural Gas Systems
1009085,"NGPL Station 305, Texarkana, AR",Petroleum and Natural Gas Systems
1009087,"NGPL Station 306, Malvern, AR",Petroleum and Natural Gas Systems
1002918,"NGPL Station 307, Searcy, AR",Petroleum and Natural Gas Systems
1002376,"NGPL Station 308, Biggers, AR",Petroleum and Natural Gas Systems
1002412,"NGPL Station 309, Marble Hill, MO",Petroleum and Natural Gas Systems
1002742,"NGPL Station 310 Centralia, IL",Petroleum and Natural Gas Systems
1002419,"NGPL Station 311 Hammond, IL",Petroleum and Natural Gas Systems
1013009,"NGPL Station 312 Cropsey, IL",Petroleum and Natural Gas Systems
1002847,"NGPL Station 342 Johnson's Bayou, LA",Petroleum and Natural Gas Systems
1013850,NGPL Station 348 - Sabine Booster,Petroleum and Natural Gas Systems
1007430,"NGPL Station 388 Storage, Longview, TX",Petroleum and Natural Gas Systems
1013566,"NGPL Station 394 Atlanta, TX",Petroleum and Natural Gas Systems
1002972,"NGPL Station 801, Ratliff City, OK",Petroleum and Natural Gas Systems
1002811,"NGPL Station 802, Paris, TX",Petroleum and Natural Gas Systems
1004772,NIAGARA FALLS LANDFILL,Waste
1002932,NICHOLS ALUMINUM - DAVENPORT,Metals
1002971,NICHOLS ALUMINUM ALABAMA INC,Metals
1002935,NICHOLS ALUMINUM LINCOLNSHIRE,Metals
1007874,NIKISKI CO-GENERATION,Power Plants
1005675,NIPPON CHEMICAL TEXAS INC,Chemicals
1006360,NIPPON DYNAWAVE PACKAGING,Pulp and Paper
1006767,"NISSAN NORTH AMERICA INC, CANTON MANUFACTURING FACILITY",Other
1003850,"NISSAN NORTH AMERICA, INC.",Other
1009137,NJMC 1-E Landfill,Waste
1007866,NLMK INDIANA,Metals
1006013,NLMK PENNSYLVANIA LLC,Metals
1007546,NNSWC LANDFILL,Waste
1004850,NOBLE ROAD LANDFILL (0370000134),Waste
1005200,NONPAREIL CORPORATION,Other
1002572,NORFOLK SOUTHERN RAILWAY CO/JUNIATA LOCOMOTIVE SHOPS,Other
1005128,NORIT AMERICAS INC,Chemicals
1005127,NORIT AMERICAS INC,Chemicals
1007970,NORTH 48TH STREET LANDFILL,Waste
1003829,NORTH AMERICAN SALT CO,Chemicals
1003046,NORTH CENTER STREET LANDFILL,Waste
1006413,NORTH CENTRAL AVENUE STEAM PLANT,Power Plants
1005255,NORTH COUNTRY ENVIRONMENTAL SERVICES INC,Waste
1007197,NORTH COUNTY SANITARY LANDFILL,Waste
1002868,NORTH CROSS COMP STATION 4,Petroleum and Natural Gas Systems
1006292,NORTH DADE LANDFILL MIAMI-DADE SOLID WASTE MANAGEMENT,Waste
1007141,NORTH DAKOTA STATE UNIVERSITY THORSON MAINTENANCE CENTER,Other
1006172,NORTH DENVER STATION,Power Plants
1007558,NORTH MIRAMAR SANITARY LANDFILL,Waste
1003390,NORTH SANITARY LANDFILL INC PINACLE RD,Waste
1006303,NORTH SHELBY LANDFILL,Waste
1005163,NORTH STAR BLUESCOPE STEEL LLC *,Metals
1005786,NORTH WAKE COUNTY LANDFILL,Waste
1007880,NORTH WELD SANITARY LANDFILL,Waste
1002593,NORTHAMPTON LANDFILL,Waste
1005319,NORTHEAST ARKANSAS REGIONAL SOLID WASTE MANAGEMENT DISTRICT,Waste
1002558,NORTHEAST SANITARY LANDFILL,Waste
1006653,NORTHEAST SOLITE CORPORATION,Minerals
1005277,NORTHEASTERN UNIVERSITY,Other
1011127,NORTHERN NATURAL GAS - BROWNFIELD,Petroleum and Natural Gas Systems
1002738,NORTHERN NATURAL GAS CO-OGDEN COMPRESSOR,Petroleum and Natural Gas Systems
1002808,NORTHERN NATURAL GAS COMPANY - SUBLETTE,Petroleum and Natural Gas Systems
1002739,NORTHERN NATURAL GAS COMPANY-PALMYRA,Petroleum and Natural Gas Systems
1006586,NORTHERN NATURAL GAS-CLIFTON,Petroleum and Natural Gas Systems
1007729,NORTHERN OAKS RECYCLING AND DISPOSAL,Waste
1005276,NORTHSHORE MINING CO - SILVER BAY,Metals
1007258,NORTHSIDE LANDFILL,Waste
1003023,NORTHSTAR PROD FACILITY,Petroleum and Natural Gas Systems
1007134,NORTHWEST PIPELINE GP - BUHL C/S,Petroleum and Natural Gas Systems
1007342,NORTHWEST PIPELINE GP - BURLEY C/S,Petroleum and Natural Gas Systems
1007451,NORTHWEST PIPELINE GP - LAVA HOT SPRINGS C/S,Petroleum and Natural Gas Systems
1007450,NORTHWEST PIPELINE GP - MUDDY CREEK C/S,Petroleum and Natural Gas Systems
1007012,NORTHWEST PIPELINE GP - PEGRAM C/S,Petroleum and Natural Gas Systems
1007070,NORTHWEST PIPELINE GP - POCATELLO C/S,Petroleum and Natural Gas Systems
