Facility Id,Facility Name,Industry
1000622,Electric Glass Fiber America LLC,Minerals
1002322,"Electric Glass Fiber America, LLC",Minerals
1000521,Electrifarm,Power Plants
1011789,Elemental Environmental Solutions LLC,Other
1000817,"Elgin Energy Center, LLC",Power Plants
1013287,Elite Octane,Other
1000312,Elizabeth River Combustion Turbine Sta,Power Plants
1004054,Elizabethtown Gas,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1001211,Elizabethtown Power,Power Plants
1004924,Elk Basin Gas Plant,"Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1001169,Elk Mound Generating Station,Power Plants
1000211,Elk River,Power Plants
1012043,Elk Station,Power Plants
1010648,Ellwood Texas Forge Houston,Other
1000491,Elm Road Generating Station,Power Plants
1001597,Elmer Smith,Power Plants
1007297,Elmwood Power - LLC,Power Plants
1000867,Elrama,Power Plants
1001359,Elwood Energy Facility,Power Plants
1014861,Emerald People's Utility District,Power Plants
1008756,Emery Mine,Other
1007325,"Emery Oleochemicals, LLC",Chemicals
1000317,Emery Station,Power Plants
1008292,Emigrant Trail Gas Plant,Petroleum and Natural Gas Systems
1003735,Empire Abo Gas Plant,Petroleum and Natural Gas Systems
1001046,Empire District Elec Co Energy Ctr,Power Plants
1007388,"Empire Generating Co, LLC",Power Plants
1000583,Emporia Energy Center,Power Plants
1005249,Encana Oil and Gas USA - GBU Moneta #1 Central,Petroleum and Natural Gas Systems
1006502,Encogen Generating Station,Power Plants
1014099,Endicott Clay Products Co.,Minerals
1003295,EnerVest Operating L.L.C. - DRY CANYON COMPRESSOR STATION,Petroleum and Natural Gas Systems
1003165,EnerVest Operating L.L.C. - INTERPLANETARY COMPRESSOR STATION,Petroleum and Natural Gas Systems
1000087,Energy Center Dover,Power Plants
1005167,Energy Center Harrisburg LLC,Power Plants
1004854,"Energy Center Omaha, LLC",Other
1005798,Energy Center Pittsburgh LLC,Power Plants
1006290,Energy Center Pittsburgh LLC - Gibbon Plant,Power Plants
1008757,Enlow Fork Mine,Other
1001370,"Ennis Power Company, LLC",Power Plants
1005631,Ensign Pawnee Plant-Processing,Petroleum and Natural Gas Systems
1000316,Entriken Compressor Station,Petroleum and Natural Gas Systems
1003006,Epic Midstream Savannah - North,Petroleum and Natural Gas Systems
1006814,Equistar Chemicals LP,Other
1007110,Equistar Tuscola Plant,Other
1000420,Equus Power I,Power Plants
1000634,"Ergon Biofuels, LLC",Other
1000683,Erickson,Power Plants
1007620,Erie Coke Corporation,Metals
1010925,Ervin Amasteel,Metals
1001419,Escalante,Power Plants
1000074,"Escondido Energy Center, LLC",Power Plants
1000745,Essex,Power Plants
1006098,Essex Power Plant,Power Plants
1006558,Essity Operations Wausau LLC,Pulp and Paper
1011192,Essity Operations Wausau LLC,Pulp and Paper
1004222,Essity Professional Hygiene North America LLC,Pulp and Paper
1001446,Etiwanda Generating Station,Power Plants
1013092,Eugene Island 100_20870,Petroleum and Natural Gas Systems
1008277,Eugene Island 252 I,Petroleum and Natural Gas Systems
1013099,Eugene Island 314 A & A-PRD,Petroleum and Natural Gas Systems
1013121,Eugene Island 338 K_2471,Petroleum and Natural Gas Systems
1008278,Eugene Island 361 A,Petroleum and Natural Gas Systems
1010682,Eugene MDF,Other
1007441,Eunice Gas Plant,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2"
1011702,"Eureka Midstream, LLC",Petroleum and Natural Gas Systems
1000120,Evander Andrews Power Complex,Power Plants
1013138,Evonik Pasadena PMD Site,Chemicals
1001840,Evraz Oregon Steel,Metals
1014328,Ewing Bank 834 A,Petroleum and Natural Gas Systems
1002764,Ewing Bank 873,Petroleum and Natural Gas Systems
1013678,Ewing Bank 910 A,Petroleum and Natural Gas Systems
1010245,Ewing Banks 305 A,Petroleum and Natural Gas Systems
1006870,Exeter Energy Limited Partnership,Power Plants
1000414,Exira Station,Power Plants
1006679,Expera Specialty Solutions LLC - Brokaw Landfill,Waste
1014575,Exxon Mobil Corporation-Baton Rouge Resin Finishing Plant,Other
1007959,Exxonmobil Beaumont Refinery,"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries"
1001544,F B Culley Generating Station,Power Plants
1008124,F&H Compressor Station,Petroleum and Natural Gas Systems
1013526,F.D. Kuester Generating Station,Power Plants
1002528,FAIN GAS PLANT,Petroleum and Natural Gas Systems
1007547,FALL RIVER LANDFILL,Waste
1006226,FASHING GAS TREATING PLANT,Petroleum and Natural Gas Systems
1001102,FAYETTE COUNTY SLF & RECYCLING,Waste
1002357,FCA Belvidere Assembly Plant,Other
1005483,FCA Chrysler Technology Center,"Import and Export of Equipment Containing Fluorintaed GHGs,Other"
1013694,FCA Detroit Assembly Complex - Mack,Other
1005551,FCA JEFFERSON NORTH ASSEMBLY PLANT,Other
1005552,FCA KOKOMO CASTING PLANT,Metals
1007544,FCA KOKOMO TRANSMISSION PLANT,Other
1007918,FCA STERLING HEIGHTS ASSEMBLY PLANT,Other
1001057,FCA STERLING HEIGHTS VEHICLE TEST CENTER,Other
1005484,FCA STERLING STAMPING PLANT,Other
1005554,FCA TOLEDO ASSEMBLY COMPLEX,Other
1005553,FCA WARREN STAMPING PLANT,Other
1005485,FCA WARREN TRUCK ASSEMBLY PLANT,Other
1005567,FCA Warren PDC,Other
1004405,FELTONSVILLE LANDFILL,Waste
1007603,FIBREK,Pulp and Paper
1006763,FIGHTING CREEK FARM LANDFILL,Waste
1005805,FILLMORE COMPRESSOR STATION,Petroleum and Natural Gas Systems
1006608,FINCH PAPER LLC,Pulp and Paper
1003814,FINK ROAD LANDFILL,Waste
1006436,FINKL & SONS CO,Metals
1008735,FINKL & SONS CO,Metals
1004516,FINLEY BUTTES REGIONAL LANDFILL,Waste
1000371,"FINNEY COUNTY LANDFILL, INC. DBA WESTERN PLAINS RE",Waste
1007548,FIRESTONE POLYMERS - LAKE CHARLES FACILITY,Other
1002589,FIRST CHEMICAL CORP,Chemicals
1002438,FIRST QUALITY TISSUE/LOCK HAVEN PLT,"Pulp and Paper,Waste"
1007753,FITCHBURG WESTMINSTER LANDFILL RECYCLING CENTER,Waste
1006251,FIVE OAKS RECYCLING & DISPOSAL FACILITY,Waste
1004877,FLAKEBOARD CAROLINA PARTICLEBOARD,Other
1007460,FLATHEAD COUNTY LANDFILL,Waste
1007491,"FLINT HILLS RESOURCES ALASKA, LLC",Refineries
1009067,FLINT HILLS RESOURCES CORPUS CHRISTI EAST PLANT,Refineries
1009066,FLINT HILLS RESOURCES CORPUS CHRISTI WEST PLANT,Refineries
1001972,FLOMATON TREATING FACILITY,Petroleum and Natural Gas Systems
1014790,FLOPAM INC,Chemicals
1002780,FLORIDA GAS TRANSMISSION COMPANY - BROOKER,Petroleum and Natural Gas Systems
1002781,FLORIDA GAS TRANSMISSION COMPANY - CARRYVILLE,Petroleum and Natural Gas Systems
1002784,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,Petroleum and Natural Gas Systems
1002825,FLORIDA GAS TRANSMISSION COMPANY - LECANTO,Petroleum and Natural Gas Systems
1002826,FLORIDA GAS TRANSMISSION COMPANY - MELBOURNE,Petroleum and Natural Gas Systems
1002837,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,Petroleum and Natural Gas Systems
1002827,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,Petroleum and Natural Gas Systems
1002838,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,Petroleum and Natural Gas Systems
1002841,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,Petroleum and Natural Gas Systems
1002842,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,Petroleum and Natural Gas Systems
1002844,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,Petroleum and Natural Gas Systems
1003725,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,Petroleum and Natural Gas Systems
1003729,FLORIDA GAS TRANSMISSION COMPANY - THONOTOSASSA,Petroleum and Natural Gas Systems
1003148,FLORIDA GAS TRANSMISSION COMPANY - TRENTON,Petroleum and Natural Gas Systems
1003149,FLORIDA GAS TRANSMISSION COMPANY - VIDOR,Petroleum and Natural Gas Systems
1003189,FLORIDA GAS TRANSMISSION COMPANY - W PALM,Petroleum and Natural Gas Systems
1003191,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,Petroleum and Natural Gas Systems
1003192,FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,Petroleum and Natural Gas Systems
1005263,FLORIM USA INC,Minerals
1004308,FLYING CLOUD SANITARY LANDFILL,Waste
1006693,FM 812 Landfill,Waste
1001836,FOLGER COFFEE CO - GENTILLY PLANT,Other
1007198,FOOTHILL SANITARY LANDFILL,Waste
1006758,FOOTHILLS LANDFILL,Waste
1003032,FORD COUNTY LANDFILL,Waste
1002752,FORD MOTOR COMPANY - FORD CLEVELAND SITE,Other
1005024,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT,Other
1002626,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT,Other
1002753,FORD MOTOR COMPANY - FORD LIVONIA SITE,Other
1004951,FORD MOTOR COMPANY - FORD LOUISVILLE ASSEMBLY PLANT,Other
1002755,FORD MOTOR COMPANY - FORD MICHIGAN ASSEMBLY SITE,Other
1000104,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,Other
1006754,FORD MOTOR COMPANY - FORD RESEARCH AND ENGINEERING CENTER,Other
1005668,FORD MOTOR COMPANY - FORD ROUGE SITE,Other
1003264,FORD MOTOR COMPANY - FORD SHARONVILLE TRANSMISSION PLANT,Other
1003262,FORD MOTOR COMPANY - FORD STERLING PLANT,Other
1003226,FORD MOTOR COMPANY - TWIN CITIES ASSEMBLY PLANT,Other
1006032,FORELAND REFINING CORP EAGLE SPRINGS REFINERY,"Petroleum Product Suppliers,Refineries"
1003623,FOREST LAWN LANDFILL,Waste
1004309,FOREST VIEW LANDFILL,Waste
1004641,FORMOSA PLASTICS CORPORATION,Other
1006010,FORMOSA PLASTICS CORPORATION LOUISIANA,Chemicals
1006691,FORMOSA POINT COMFORT PLANT,Chemicals
1006085,FORNEY POWER PLANT,Power Plants
1009593,FORT BEELER GAS PLANT,Petroleum and Natural Gas Systems
1002321,FORT BEND REGIONAL LANDFILL,Waste
1007910,FORT CARSON USARMY,Other
1002890,FORT CAVAZOS,Waste
1002699,FORT HALL MINE LANDFILL,Waste
1003701,"FORT RILEY, ARMY",Other
1006026,FORT SMITH SANITARY LANDFILL,Waste
1004561,FORT WORTH REGIONAL LANDFILL,Waste
1004010,FORWARD LANDFILL,Waste
1002205,FOSTER FARMS LIVINGSTON COMPLEX,Other
1004751,FOUR HILLS LANDFILL,Waste
1014710,FOX RIVER VALLEY ETHANOL LLC - PICKETT,Other
1000881,FRANKLIN COUNTY LANDFILL,Waste
1003546,FRANKLIN COUNTY LANDFILL,Waste
1003031,FRANKLIN COUNTY REGIONAL LANDFILL,Waste
1003787,FRANKLIN COUNTY SANITARY LANDFILL,Waste
1006442,FRED WEBER,Other
1004247,FREDERICK COUNTY REGIONAL LANDFILL,Waste
1006016,FREEPORT LNG IMPORT TERMINAL,Petroleum and Natural Gas Systems
1006947,FREEPORT-MCMORAN MIAMI INC,Metals
1014808,FREER COMPRESSOR STATION,Petroleum and Natural Gas Systems
1003712,FRESENIUS MEDICAL CARE,Chemicals
1002238,FREWEN LAKE COMPRESSOR STATION,Petroleum and Natural Gas Systems
1003521,FREY FARM-CRESWELL LDFL,Waste
1005999,FRISCO RECYCLING FACILITY,Metals
1004983,FRITO-LAY,Other
1005677,FRITO-LAY INC,Other
1004898,"FRITO-LAY, INC. - PERRY PLANT",Other
1005424,"FRITO-LAY, INCORPORATED",Other
1006942,FRONT RANGE ENERGY,"Other,Suppliers of CO2"
1003911,FRONT RANGE LANDFILL,Waste
1004015,FRUIT OF THE LOOM - JAMESTOWN,Other
1002375,FULLERTON GAS PLANT,Petroleum and Natural Gas Systems
1004894,FULTON COUNTY DEPT OF SOLID WASTE,Waste
1001087,FUSION PAPERBOARD,Pulp and Paper
1001571,Fair Station,Power Plants
1006212,Fairborn Cement Company LLC,Minerals
1009580,Fairchild Semiconductor,Other
1009579,Fairchild Semiconductor,Other
1001407,"Fairless Energy, LLC",Power Plants
1003202,Fairmead Solid Waste Disposal Site,Waste
1006168,Fairway Gas Plant,Petroleum and Natural Gas Systems
1011105,Faith San Pedro Compressor Station,Petroleum and Natural Gas Systems
1007084,Fajardo Municipal Landfill,Waste
1004675,Falcon Compressor Station,Petroleum and Natural Gas Systems
1013511,Falcon Gas Plant,Petroleum and Natural Gas Systems
1008972,Falls City Compressor Station,Petroleum and Natural Gas Systems
1000770,Far Rockaway,Power Plants
1010674,"Farbest Foods, Inc.","Other,Waste"
1010583,"Faribault Compressor Station (Faribault, MN)",Petroleum and Natural Gas Systems
1007314,Faribault Energy Park,Power Plants
1010577,"Farmington Compressor Station (Farmington, MN)",Petroleum and Natural Gas Systems
1007443,Fauquier County Sanitary Landfill,Waste
1000265,Fayette Energy Facility,Power Plants
1000279,Feather River Energy Center,Power Plants
1010096,Federal No. 2,Other
1006938,Federal Research Center at White OAK Central Utility Plant,Power Plants
1009437,"Felman Production, Inc.",Metals
1003716,"Ferroglobe USA Bridgeport, LLC, FKA-TENNESSEE ALLOYS CORPORATION",Metals
1006473,Ferroglobe USA Metallurgical Inc. FKA-GLOBE METALLURGICAL INC. (0684000105),Metals
1003777,"Ferroglobe USA Metallurgical, Inc. FKA Globe Metallurgical Inc.",Metals
1013923,"Fiber Industries, LLC",Other
1009616,"Fiberteq, LLC",Minerals
1004853,Fiberweb,Other
1009680,Fiedwood Energy LLC - WC 68 A,Petroleum and Natural Gas Systems
1007713,Fillsand Landfill,Waste
1011400,Finley Compressor Station,Petroleum and Natural Gas Systems
1003511,"Finnefrock Station - Dominion Transmission, Inc",Petroleum and Natural Gas Systems
1010743,First Quality Tissue SE,Pulp and Paper
1007201,Fisk,Power Plants
1002396,Five Points,Petroleum and Natural Gas Systems
1007675,Fletcher-Terhune Compressor Station,Petroleum and Natural Gas Systems
1007203,Flint Creek Power Plant,Power Plants
1006863,"Flint Hills Resources Camilla, LLC","Other,Suppliers of CO2,Waste"
1009505,"Flint Hills Resources Joliet, LLC",Chemicals
1006985,Flint Hills Resources Pine Bend Refinery,"Chemicals,Refineries"
1000492,Florida Power Development,Power Plants
1003223,Florida River Gas Processing Facility,Petroleum and Natural Gas Systems
1005785,Florida State University,Other
1002184,"Florida's Natural Growers, Inc.",Other
1001788,Flying Creek-Bridge Draw Compressor Station,Petroleum and Natural Gas Systems
1000345,"Foley Cellulose, LLC","Pulp and Paper,Waste"
1007044,Foothills Environmental,Waste
1006752,Ford Motor Company - Chicago Assembly Plant,Other
1001722,Ford Motor Company - Flat Rock Assembly Plant,Other
1001410,Fore River Energy Center,Power Plants
1004989,Forest City Facility LLC,Metals
1001076,Forked River,Power Plants
1004587,Former Town of Babylon Landfill,Waste
1007576,Fort Churchill,Power Plants
1001573,Fort Dodge aka Judson Large,Power Plants
1001977,Fort Lupton Compressor Station,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1013517,Fort Lupton Gas Plant,Petroleum and Natural Gas Systems
1000971,Fort Martin Power Station,Power Plants
1001483,Fort Myers,Power Plants
1001029,Fort St. Vrain,Power Plants
1004667,Fort Stewart Hqs 3rd Infantry Division (Mechanized),Waste
1001269,Fortistar North Tonawanda Inc,Power Plants
1000712,Fossil Creek Compressor Station,Petroleum and Natural Gas Systems
1000442,Foster Farms Farmerville Complex,"Other,Waste"
1004653,Fountain Avenue Landfill,Waste
1007383,Fountain Valley Power Plant,Power Plants
1007245,Four Corners Steam Elec Station,Power Plants
1000421,Fox Energy Center,Power Plants
1000685,Fox Lake,Power Plants
1007093,"Fox River Valley Ethanol, LLC","Other,Suppliers of CO2"
1003608,Foxskin Compressor Station,Petroleum and Natural Gas Systems
1001684,Francisco Underground Mine,Other
1001545,Frank E Ratts,Power Plants
1000061,Frank Knutson Station,Power Plants
1000246,Frank M Tait Station,Power Plants
1002107,Frank R. Bowerman Landfill,Waste
1004175,Frederickson PSE,Power Plants
1000301,Frederickson Power LP,Power Plants
1011885,Fredericktown Energy Center,Power Plants
1004066,Fredonia Generating Station,Power Plants
1002206,Fredrick Compressor Station,Petroleum and Natural Gas Systems
1010090,Freedom Energy Mining Co.,Other
1001164,Freedom Power Project,Power Plants
1005448,Freelandville West Underground,Other
1013753,Freeport LNG Pretreatment Facility,Petroleum and Natural Gas Systems
1000288,Freeport Power Plant No. 2,Power Plants
1003763,Freeport-McMoRan Chino Mines Co.,Other
1006378,Freeport-McMoRan Morenci,Other
1008968,Freer 44 Compressor Station,Petroleum and Natural Gas Systems
1001372,Freestone Power Generation,Power Plants
1000219,French Island,Power Plants
1002843,Fresh Kills Landfill,Waste
1006113,"Fresno Cogeneration Partners, LP",Power Plants
1014397,Frito Lay Inc,Other
1013971,Frito Lay Inc.,Other
1013489,Frito Lay Modesto,Other
1002394,Frito-Lay COGEN PLANT,Other
1012380,FritoLay,Other
1001400,Front Range Power Plant,Power Plants
1002192,Front Runner,Petroleum and Natural Gas Systems
1001311,Frontera Generation Facility,Power Plants
1006791,Frontier Generating Station,Power Plants
1005342,"Fujifilm Manufacturing U.S.A., Inc.",Chemicals
1001152,Fulton,Power Plants
1007007,Fulton County Merk Miles Road Landfill,Waste
1005425,"Futamura USA, Inc.",Other
1004274,FutureFuel Chemical Company,Chemicals
1004085,Fuyao Glass Illinois Inc.,Minerals
1009613,G & W Electric Company,"Import and Export of Equipment Containing Fluorintaed GHGs,Other"
1004439,G AND P DEVELOPMENT INCORPORATED LANDFILL,Waste
1007373,G E Turner Power Plant,Power Plants
1006072,G F Weaton,Power Plants
1000830,G G Allen,Power Plants
1007697,G P GYPSUM SWEETWATER WALLBOARD PLANT,Minerals
1011698,G1LT CDP Compressor Station,Petroleum and Natural Gas Systems
1011707,G5LT CDP Compressor Station,Petroleum and Natural Gas Systems
1013588,GA 209,Petroleum and Natural Gas Systems
1013012,GA209 Platform,Petroleum and Natural Gas Systems
1000480,GALEY & LORD SOCIETY HILL,Other
1006805,GALLATIN COUNTY LOGAN LANDFILL,Waste
1007665,GALLIA COUNTY LANDFILL *,Waste
1001718,GALLO GLASS COMPANY,Minerals
1003355,GALLUP REFINERY,"Petroleum Product Suppliers,Refineries"
1005894,GALVESTON COUNTY LANDFILL,Waste
1005466,GARDNER STREET LANDFILL,Waste
1003378,GARRETT COUNTY SOLID WASTE DISPOSAL & RECYCLING FACILITY,Waste
1005137,GASTON COUNTY LANDFILL,Waste
1003204,GATEWAY ENERGY & COKE CO LLC,Metals
1002522,GB 128 A,Petroleum and Natural Gas Systems
1002506,GB 426 A,Petroleum and Natural Gas Systems
1004394,GB 783 Magnolia,Petroleum and Natural Gas Systems
1002878,GB BIOSCIENCES GREENS BAYOU PLANT,Chemicals
1002519,GC 158A,Petroleum and Natural Gas Systems
1014307,GC 18 A,Petroleum and Natural Gas Systems
1010281,GC 254 A (Allegheny),Petroleum and Natural Gas Systems
1009916,GC 65 A-Bullwinkle (Complex ID # 23552),Petroleum and Natural Gas Systems
1004539,GCC DACOTAH,Minerals
1006363,"GCC Permian, LLC",Minerals
1003067,GCC RIO GRANDE INC,Minerals
1009018,"GCC RIO GRANDE, INC. TIJERAS PLANT",Minerals
1013567,"GCX Big Wells Compressor Station, TX",Petroleum and Natural Gas Systems
1013572,"GCX Devils River Compressor Station, TX",Petroleum and Natural Gas Systems
1013556,"GCX Rankin Compressor Station, TX",Petroleum and Natural Gas Systems
1013557,"GCX Waha Compressor Station, TX",Petroleum and Natural Gas Systems
1009442,"GE (Greenville) Gas Turbines, LLC",Other
1001862,"GE Aerospace, Evendale Plant (1431150060)",Other
1004412,GE GLOBAL RESEARCH CENTER,Other
1003658,GE LOGAN GLASS PLANT,Minerals
1010642,GE Power and Water,Other
1004697,GE Transportation-Erie Plant,Other
1000039,GE's Grid Solutions,"Import and Export of Equipment Containing Fluorintaed GHGs,Other"
1003813,GEER ROAD LANDFILL,Waste
1005856,GEISMAR FRACTIONATION PLANT,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1006474,GELITA USA,Other
1003665,GENENTECH INCORPORATED,Chemicals
1002243,GENERAL ELECTRIC PEEBLES TEST OPERATIONS,Other
1004579,GENERAL MILLS - LODI PLANT,Other
1004366,GENERAL MILLS INC.,Other
1004695,GENERAL MOTORS CORP - MILFORD PROVING GROUND,Other
1002828,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,Other
1003506,GENERAL MOTORS FORT WAYNE ASSEMBLY,Other
1004605,GENERAL MOTORS LANSING DELTA TOWNSHIP,Other
1002875,GENERAL MOTORS LLC BEDFORD CETC,"Metals,Waste"
1004221,GENERAL MOTORS LORDSTOWN COMPLEX EAST,Other
1003225,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,Other
1002347,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,"Metals,Waste"
1003392,GENEVA LANDFILL,Waste
1006272,GENEVA NITROGEN LLC,Other
1004639,GEORGE GRAY PLANT,Petroleum and Natural Gas Systems
1003493,GEORGE SULLIVAN PLANT TWO,Power Plants
1004388,GEORGIA INSTITUTE OF TECHNOLOGY,Other
1002516,GEORGIA PACIFIC GYPSUM,Minerals
1004819,GEORGIA PACIFIC Gypsum LLC,Minerals
1007627,GEORGIA PACIFIC MONTICELLO LLC,"Pulp and Paper,Waste"
1007135,GEORGIA PACIFIC Palatka LLC,"Pulp and Paper,Waste"
1002584,GEORGIA PACIFIC WOOD PRODUCTS LLC- JARRATT,Other
1005948,GEORGIA-PACIFIC BREWTON LLC,"Pulp and Paper,Waste"
1000589,GEORGIA-PACIFIC BROADWAY LLC,Pulp and Paper
1002823,GEORGIA-PACIFIC CEDAR SPRINGS LLC,"Pulp and Paper,Waste"
1002723,GEORGIA-PACIFIC CHEMICALS LLC,Other
1000590,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,"Pulp and Paper,Waste"
1005998,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,"Pulp and Paper,Waste"
1007214,GEORGIA-PACIFIC Crossett LLC,"Pulp and Paper,Waste"
1005059,GEORGIA-PACIFIC GYPSUM LLC,Minerals
1005956,"GEORGIA-PACIFIC GYPSUM LLC, WHEATFIELD, INDIANA",Minerals
1006962,GEORGIA-PACIFIC NAHEOLA LLC,"Pulp and Paper,Waste"
1004304,GEORGIA-PACIFIC PLYWOOD/STUD MILL,Other
1006975,GEORGIA-PACIFIC PORT HUDSON LLC,"Pulp and Paper,Waste"
1007453,GEORGIA-PACIFIC SAVANNAH RIVER LLC,"Pulp and Paper,Waste"
1004055,GEORGIA-PACIFIC TOLEDO LLC,"Pulp and Paper,Waste"
1003206,GERBER PRODUCTS CO,Other
1003052,GERDAU - FORT SMITH MILL,Metals
1004493,GERDAU AMERISTEEL,Metals
1001103,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,Metals
1003577,GERDAU AMERISTEEL US INC,Metals
1004411,GERDAU MACSTEEL MONROE,Metals
1013585,GI 41 B (Complex ID #20575),Petroleum and Natural Gas Systems
1003345,GI 43 AA (Complex ID # 20021),Petroleum and Natural Gas Systems
1003174,GI 47 A (Complex ID # 20046),Petroleum and Natural Gas Systems
1003770,GIANT CEMENT COMPANY,Minerals
1002066,GIDDINGS GAS PLANT,Petroleum and Natural Gas Systems
1003873,GILCREST GAS PLANT,Natural Gas and Natural Gas Liquids Suppliers
1002497,GILLETTE CO,Other
1007195,GLACIER RIDGE LANDFILL LLC,Waste
1005973,GLASGOW LANDFILL,Waste
1006128,GLAXOSMITHKLINE KING OF PRUSSIA FAC,Chemicals
1000578,GLENNS FERRY COGEN FACILITY,Power Plants
1006345,GLENWILLOW LANDFILL,Waste
1003257,GLEN\S SANITARY LANDFILL,Waste
1001891,GLOBAL TUNGSTEN & POWDERS,Metals
1003726,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,Other
1010586,GLOBALFOUNDRIES U.S. Inc. Fab 8,Other
1003775,GLOBE METALLURGICAL INC,Metals
1004235,GLOUCESTER COUNTY SOLID WASTE COMPLEX,Waste
1007149,GLWA Water Resource Recovery Facility,Other
1012328,GM Lansing Grand River,Other
1000380,GM TECHNICAL CENTER,Other
1002953,GM VAN SLYKE COMPLEX,Other
1006371,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,Other
1000773,GMMM Westover (Goudey),Power Plants
1002426,GNRL MILLS,Other
1003171,GODLEY COMPRESSOR STATION,Petroleum and Natural Gas Systems
1003127,GODLEY PLANT,Petroleum and Natural Gas Systems
1003234,GOFORTH PROCESSING PLANT,Petroleum and Natural Gas Systems
1000803,GOLDEN GATE SET PETROLEUM PARTNERS OF NEVADA,Natural Gas and Natural Gas Liquids Suppliers
1002560,"GOLDEN GRAIN ENERGY, LLC","Other,Waste"
1006825,GOLDEN TRIANGLE ENERGY LLC,Other
1005964,GOLDEN TRIANGLE REGIONAL SOLID WASTE MANAGEMENT AUTHORITY,Waste
1001810,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,Power Plants
1007068,GOLDEN VALLEY ELECTRIC ASSOCIATION INC - HEALY POWER PLANT,Power Plants
1001436,GOLDENDALE GENERATING STATION,Power Plants
1006800,GOLDSMITH GAS PLANT,Petroleum and Natural Gas Systems
1007559,GOODMAN VENEER & LUMBER CO,Other
1000363,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",Other
1006531,GOODWAY REFINING LLC,"Petroleum Product Suppliers,Refineries"
1002965,GOODYEAR BEAUMONT CHEMICAL PLANT,Other
1002991,GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,Chemicals
1004793,GOODYEAR TIRE & RUBBER COMPANY,Other
1002654,GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,Other
1004801,GOODYR TIRE & RUB UNION CITY,Other
1007731,GOPHER RESOURCE LLC,Metals
1006709,GORDON GAS PROCESSING PLANT,Petroleum and Natural Gas Systems
1000273,"GP Big Island, LLC","Pulp and Paper,Waste"
1011719,GP Condensate Splitter,"Petroleum Product Suppliers,Refineries"
1003995,GPLC JOLIET SALES,Petroleum and Natural Gas Systems
1006046,GRACE,Chemicals
1003857,GRACE DAVISON,Chemicals
1004114,GRAIN PROCESSING CORP,"Other,Suppliers of CO2,Waste"
1004640,GRAIN PROCESSING CORP,"Other,Suppliers of CO2,Waste"
1007685,GRANBY SANITARY LANDFILL,Waste
1003460,GRAND CTL SANI,Waste
1004044,GRAND FORKS LANDFILL,Waste
1002720,GRANGER Grand River Avenue Landfill,Waste
1006737,GRANGER Wood Street Landfill,Waste
1002173,GRANITE FALLS ENERGY LLC,Other
1007160,GRANT CNTY EPHRATA LANDFILL 1,Waste
1006346,GRANT PRIDECO LP,Other
1003219,GRAPELAND PLANT,Petroleum and Natural Gas Systems
1004982,GRAPHIC PACKAGING INT INC,Pulp and Paper
1003470,GRAPHIC PACKAGING INTERNATIONAL,"Pulp and Paper,Waste"
1000602,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",Pulp and Paper
1007862,GRAY WOLF REGIONAL LANDFILL,Waste
1002919,GRAYMONT (WI) LLC,Minerals
1002767,GRAYMONT DOLIME OH INC *,Minerals
1002910,GRAYMONT PA INC/PLEASANT GAP PLT,Minerals
1002773,GRAYMONT WESTERN U.S. INC. INDIAN CREEK,Minerals
1002920,GRAYMONT WESTERN US INC,Minerals
1005828,GRAYMONT WESTERN US INC PILOT PEAK,Minerals
