Facility Id,Year,Emissions
1001379,2023.0,127954.276
1001780,2023.0,86690.824
1010658,2023.0,103040.712
1001397,2023.0,218333.89
1013293,2023.0,25392.904
1008835,2023.0,12824.956
1008734,2023.0,34457.051985
1014921,2023.0,6485.5
1004608,2023.0,15063.344
1014580,2023.0,43898.536
1014603,2023.0,41589.344
1005872,2023.0,46076.728
1003412,2023.0,25079.0
1002728,2023.0,12077.6
1002032,2023.0,111350.88
1000046,2023.0,84300.5
1002896,2023.0,55560.5
1007875,2023.0,259617.75
1004171,2023.0,19020.328
1002943,2023.0,215169.31
1005395,2023.0,62013.268
1004406,2023.0,46100.5
1002168,2023.0,17040.25
1002167,2023.0,78387.9
1002401,2023.0,37850.9
1005850,2023.0,46598.624
1004208,2023.0,934158.308
1002613,2023.0,42021.592
1007885,2023.0,105243.554
1002622,2023.0,53678.648
1003551,2023.0,52411.252
1000017,2023.0,128734.616
1006829,2023.0,39556.552
1003325,2023.0,103765.06
1013958,2023.0,34963.868
1001934,2023.0,646435.412
1006543,2023.0,1906826.554
1004740,2023.0,63061.312
1002639,2023.0,70617.25
1001918,2023.0,45377.578
1007684,2023.0,25193.75
1006417,2023.0,96105.95
1012401,2023.0,38946.254
1006384,2023.0,135764.54
1005038,2023.0,60767.608
1006139,2023.0,21205.46
1006416,2023.0,68633.684
1012062,2023.0,75957.79
1004815,2023.0,325170.4
1003744,2023.0,2358.5
1005525,2023.0,48730.016
1002325,2023.0,327068.038
1013375,2023.0,34348.62
1003718,2023.0,37711.178
1003913,2023.0,15703.34
1003478,2023.0,61644.5
1005268,2023.0,126.6
1004613,2023.0,35125.034
1006093,2023.0,27351.548
1005281,2023.0,165175.25
1006223,2023.0,146861.25
1006787,2023.0,171304.904
1002443,2023.0,164882.98
1005626,2023.0,174051.244
1007094,2023.0,327377.25
1006961,2023.0,733267.452
1009068,2023.0,323629.154
1004354,2023.0,2886.0
1000477,2023.0,143248.5
1000383,2023.0,28268.192
1006002,2023.0,14604.496
1005126,2023.0,105506.248
1011449,2023.0,266287.0
1004137,2023.0,34656.884
1000287,2023.0,173455.75
1005518,2023.0,38866.0
1001943,2023.0,96948.5
1001132,2023.0,116016.054
1005846,2023.0,22347.886
